date,downloads, data
2016-12-17,315040,2.36042
2016-12-18,301267,2.25258
2016-12-19,613930,4.49576
2016-12-20,668023,4.83663
2016-12-21,658085,4.69323
2016-12-22,600699,4.3872
2016-12-23,458551,3.41913
2016-12-24,271151,2.11839
2016-12-25,254276,1.98893
2016-12-26,349614,2.63814
2016-12-27,430152,3.23341
2016-12-28,466871,3.47247
2016-12-29,475783,3.48105
2016-12-30,416058,3.12584
2016-12-31,274207,2.11824
2017-01-01,269752,2.035
2017-01-02,403885,3.10199
2017-01-03,609139,4.49635
2017-01-04,688339,4.91924
2017-01-05,710566,5.02202
2017-01-06,634268,4.58778
2017-01-07,378505,2.61658
2017-01-08,359765,2.55743
2017-01-09,677199,4.85695
2017-01-10,711729,5.00403
2017-01-11,721705,5.08466
2017-01-12,733373,5.21651
2017-01-13,643562,4.65836
2017-01-14,357219,2.62574
2017-01-15,332890,2.47686
2017-01-16,613319,4.43257
2017-01-17,697581,5.10176
2017-01-18,721452,5.23337
2017-01-19,708708,5.17563
2017-01-20,707626,5.1219
2017-01-21,381822,2.77688
2017-01-22,341007,2.48179
2017-01-23,699128,5.01121
2017-01-24,746258,5.32483
2017-01-25,752831,5.4948
2017-01-26,279791,2.03737
2017-01-27,643909,4.70962
2017-01-28,330104,2.49492
2017-01-29,322014,2.46375
2017-01-30,633422,4.67082
2017-01-31,689964,5.03281
2017-02-01,701913,5.21166
2017-02-02,722127,5.34808
2017-02-03,679212,5.07864
2017-02-04,367919,2.75147
2017-02-05,352960,2.68193
2017-02-06,690183,5.06351
2017-02-07,753182,5.48806
2017-02-08,746546,5.40882
2017-02-09,739576,5.37993
2017-02-10,700729,5.01484
2017-02-11,355458,2.52099
2017-02-12,358841,2.42925
2017-02-13,699949,4.98214
2017-02-14,755660,5.41166
2017-02-15,778644,5.42774
2017-02-16,804113,5.76826
2017-02-17,722614,5.17801
2017-02-18,377140,2.87212
2017-02-19,572366,3.14306
2017-02-20,653571,4.79124
2017-02-21,803476,5.51208
2017-02-22,831189,5.79077
2017-02-23,835698,5.71752
2017-02-24,758235,5.21945
2017-02-25,451895,2.9171
2017-02-26,421150,2.77046
2017-02-27,795855,5.3679
2017-02-28,720505,5.15128
2017-03-01,838114,6.01981
2017-03-02,830958,5.80803
2017-03-03,739961,5.19475
2017-03-04,409600,2.83839
2017-03-05,379241,2.71831
2017-03-06,764111,5.52203
2017-03-07,798748,5.68604
2017-03-08,767779,5.46135
2017-03-09,798035,5.6458
2017-03-10,735545,5.35346
2017-03-11,391181,2.83742
2017-03-12,359702,2.62405
2017-03-13,739370,5.31675
2017-03-14,795265,5.60892
2017-03-15,794092,5.62918
2017-03-16,777465,5.53146
2017-03-17,699874,4.97273
2017-03-18,379342,2.71125
2017-03-19,364243,2.58429
2017-03-20,741760,5.27711
2017-03-21,798426,5.64738
2017-03-22,819556,5.7911
2017-03-23,787492,5.58491
2017-03-24,703916,5.03434
2017-03-25,383583,2.75374
2017-03-26,354874,2.58758
2017-03-27,759918,5.43575
2017-03-28,782717,5.60231
2017-03-29,773469,5.55896
2017-03-30,782743,5.66614
2017-03-31,709855,5.18554
2017-04-01,366861,2.73754
2017-04-02,347437,2.60448
2017-04-03,720047,5.24299
2017-04-04,699472,5.14266
2017-04-05,929330,5.74004
2017-04-06,908215,5.58675
2017-04-07,857758,5.26618
2017-04-08,510717,2.75504
2017-04-09,488983,2.56557
2017-04-10,876811,5.3607
2017-04-11,916968,5.69171
2017-04-12,917636,5.61807
2017-04-13,874729,5.30291
2017-04-14,716494,4.165
2017-04-15,477394,2.49447
2017-04-16,456553,2.30947
2017-04-17,723315,4.1257
2017-04-18,892498,5.41411
2017-04-19,905017,5.4251
2017-04-20,894102,5.39999
2017-04-21,863792,5.05712
2017-04-22,538241,2.68485
2017-04-23,556159,2.64574
2017-04-24,923040,5.35263
2017-04-25,1009710,5.61483
2017-04-26,977904,5.71221
2017-04-27,927419,5.50727
2017-04-28,892299,5.02786
2017-04-29,525236,2.61847
2017-04-30,531126,2.55715
2017-05-01,728402,4.03081
2017-05-02,887191,5.32378
2017-05-03,924333,5.54958
2017-05-04,909869,5.43249
2017-05-05,845015,4.97997
2017-05-06,494353,2.59853
2017-05-07,478265,2.46501
2017-05-08,839940,5.09871
2017-05-09,924859,5.55276
2017-05-10,935898,5.75802
2017-05-11,983932,5.74696
2017-05-12,793585,4.61079
2017-05-13,526439,2.89027
2017-05-14,395470,2.80531
2017-05-15,795201,5.58634
2017-05-16,836829,5.81427
2017-05-17,809763,5.59908
2017-05-18,807461,5.55385
2017-05-19,725341,5.14234
2017-05-20,368758,2.7291
2017-05-21,342324,2.58121
2017-05-22,741045,5.394
2017-05-23,838582,5.8962
2017-05-24,828105,5.87252
2017-05-25,730827,5.3342
2017-05-26,695358,5.06824
2017-05-27,368715,2.75893
2017-05-28,335404,2.57547
2017-05-29,580654,4.32291
2017-05-30,747278,5.52164
2017-05-31,881750,6.30841
2017-06-01,863781,6.21858
2017-06-02,773162,5.66825
2017-06-03,372300,2.76968
2017-06-04,339188,2.51862
2017-06-05,712819,5.15951
2017-06-06,831982,5.96793
2017-06-07,845964,6.11497
2017-06-08,830035,5.96506
2017-06-09,765214,5.50765
2017-06-10,381761,2.7905
2017-06-11,372858,2.70595
2017-06-12,798821,5.68958
2017-06-13,894069,6.2504
2017-06-14,888590,6.26811
2017-06-15,872978,6.14186
2017-06-16,790871,5.64932
2017-06-17,375978,2.75024
2017-06-18,349377,2.59409
2017-06-19,831608,5.96651
2017-06-20,885125,6.24765
2017-06-21,869657,6.12575
2017-06-22,862765,6.13142
2017-06-23,771207,5.54144
2017-06-24,385525,2.87753
2017-06-25,376688,2.72122
2017-06-26,802746,5.71791
2017-06-27,875506,6.23238
2017-06-28,860963,6.14167
2017-06-29,864297,6.16238
2017-06-30,803176,5.62306
2017-07-01,439254,2.92402
2017-07-02,424866,2.87432
2017-07-03,741793,5.06581
2017-07-04,726996,4.92281
2017-07-05,875537,6.02374
2017-07-06,881273,6.09826
2017-07-07,832807,5.70429
2017-07-08,420979,2.9379
2017-07-09,410940,2.85234
2017-07-10,843870,5.95363
2017-07-11,930085,6.50198
2017-07-12,923232,6.44749
2017-07-13,920501,6.47248
2017-07-14,830442,5.78479
2017-07-15,491931,3.0594
2017-07-16,457254,2.99331
2017-07-17,881055,6.00768
2017-07-18,933840,6.34528
2017-07-19,939504,6.32128
2017-07-20,940398,6.30297
2017-07-21,860602,5.7415
2017-07-22,563099,3.24661
2017-07-23,493596,3.00763
2017-07-24,889218,5.99175
2017-07-25,914955,6.30223
2017-07-26,910405,6.2683
2017-07-27,884335,6.14897
2017-07-28,789744,5.56687
2017-07-29,418331,2.94279
2017-07-30,387889,2.77261
2017-07-31,839119,5.73731
2017-08-01,892205,6.2563
2017-08-02,868760,6.08812
2017-08-03,865712,6.12741
2017-08-04,812272,5.66191
2017-08-05,445782,3.04175
2017-08-06,417124,2.89778
2017-08-07,828762,5.76994
2017-08-08,906959,6.31852
2017-08-09,870422,6.16294
2017-08-10,870136,6.17572
2017-08-11,807394,5.60381
2017-08-12,431189,2.97184
2017-08-13,410029,2.82388
2017-08-14,814059,5.6615
2017-08-15,817713,5.70581
2017-08-16,906037,6.2468
2017-08-17,885566,6.22525
2017-08-18,782071,5.54431
2017-08-19,396845,2.89334
2017-08-20,392514,2.84806
2017-08-21,795712,5.56013
2017-08-22,881909,6.19727
2017-08-23,864250,6.23409
2017-08-24,196972,1.42243
2017-08-25,627564,4.50767
2017-08-26,399492,2.97122
2017-08-27,401551,2.94613
2017-08-28,811451,5.86854
2017-08-29,894325,6.37275
2017-08-30,889401,6.43497
2017-08-31,865323,6.27352
2017-09-01,776609,5.68932
2017-09-02,406023,3.09151
2017-09-03,393793,2.9599
2017-09-04,675065,4.88228
2017-09-05,873790,6.21389
2017-09-06,928037,6.70595
2017-09-07,881281,6.32004
2017-09-08,801159,5.65501
2017-09-09,403659,2.93432
2017-09-10,434457,2.93147
2017-09-11,853161,6.033
2017-09-12,908189,6.34182
2017-09-13,887546,6.27676
2017-09-14,911267,6.36359
2017-09-15,826584,5.79067
2017-09-16,426454,3.10915
2017-09-17,405222,2.95972
2017-09-18,860634,6.10799
2017-09-19,926835,6.50601
2017-09-20,910708,6.51219
2017-09-21,900986,6.3351
2017-09-22,833800,5.87832
2017-09-23,424385,3.11876
2017-09-24,412912,3.11079
2017-09-25,874299,6.18811
2017-09-26,938953,6.66689
2017-09-27,946302,6.72938
2017-09-28,898944,6.39872
2017-09-29,802528,5.73723
2017-09-30,410539,3.05368
2017-10-01,380887,2.8565
2017-10-02,790256,5.6361
2017-10-03,892501,6.27952
2017-10-04,899151,6.31616
2017-10-05,904428,6.23797
2017-10-06,851832,5.79744
2017-10-07,456258,3.19677
2017-10-08,464008,3.13648
2017-10-09,882172,5.8963
2017-10-10,978258,6.59939
2017-10-11,975847,6.68061
2017-10-12,975247,6.67576
2017-10-13,895162,6.23875
2017-10-14,450639,3.33684
2017-10-15,431813,3.26456
2017-10-16,891867,6.33533
2017-10-17,937378,6.66828
2017-10-18,921799,6.52843
2017-10-19,952756,6.49587
2017-10-20,879092,5.96979
2017-10-21,451660,3.20363
2017-10-22,433533,3.09935
2017-10-23,923563,6.32144
2017-10-24,995730,6.78565
2017-10-25,1026189,7.06539
2017-10-26,996976,6.87996
2017-10-27,913386,6.17001
2017-10-28,461042,3.27774
2017-10-29,435775,3.18998
2017-10-30,905262,6.26462
2017-10-31,935838,6.51362
2017-11-01,942481,6.63519
2017-11-02,976290,6.84701
2017-11-03,886627,6.2312
2017-11-04,463235,3.33055
2017-11-05,422571,3.14514
2017-11-06,922947,6.56367
2017-11-07,1046624,7.45841
2017-11-08,1062347,7.61388
2017-11-09,1035018,7.35448
2017-11-10,941514,6.71363
2017-11-11,499569,3.84227
2017-11-12,477190,3.6615
2017-11-13,982960,7.22013
2017-11-14,1037370,7.46309
2017-11-15,1042946,7.34783
2017-11-16,981533,6.88907
2017-11-17,920514,6.55264
2017-11-18,486210,3.44833
2017-11-19,443844,3.19126
2017-11-20,944447,6.71795
2017-11-21,1017173,7.24236
2017-11-22,958206,6.87641
2017-11-23,811125,5.87214
2017-11-24,744660,5.49918
2017-11-25,447072,3.47625
2017-11-26,470526,3.62155
2017-11-27,964813,6.89128
2017-11-28,1015871,7.12778
2017-11-29,994059,7.01284
2017-11-30,982755,6.95267
2017-12-01,926809,6.36317
2017-12-02,483277,3.39436
2017-12-03,461336,3.25184
2017-12-04,951484,6.62028
2017-12-05,998027,6.96458
2017-12-06,991228,6.93749
2017-12-07,984593,6.88474
2017-12-08,874802,6.25738
2017-12-09,473867,3.50478
2017-12-10,450314,3.28418
2017-12-11,954861,6.86208
2017-12-12,1033408,7.3997
2017-12-13,1015166,7.13652
2017-12-14,955717,6.80352
2017-12-15,858177,6.13255
2017-12-16,454575,3.38729
2017-12-17,431897,3.19802
2017-12-18,910166,6.48556
2017-12-19,997975,6.83174
2017-12-20,1048517,6.6328
2017-12-21,1121568,7.22203
2017-12-22,789618,4.82025
2017-12-23,606454,3.60698
2017-12-24,685416,4.28086
2017-12-25,842473,5.51514
2017-12-26,812234,5.08393
2017-12-27,851883,5.2512
2017-12-28,866918,5.38667
2017-12-29,753719,4.70509
2017-12-30,534657,3.26727
2017-12-31,646986,3.77636
2018-01-01,609560,3.61641
2018-01-02,877842,5.70579
2018-01-03,1030308,6.76407
2018-01-04,1029301,6.56873
2018-01-05,927165,6.15256
2018-01-06,467881,3.52635
2018-01-07,438523,3.33346
2018-01-08,905297,6.43389
2018-01-09,990789,7.12049
2018-01-10,998779,7.11512
2018-01-11,1011164,7.14096
2018-01-12,936687,6.5229
2018-01-13,479437,3.5426
2018-01-14,446823,3.33083
2018-01-15,719032,5.11573
2018-01-16,970697,6.69937
2018-01-17,1032868,7.10415
2018-01-18,1048657,7.1307
2018-01-19,940939,6.46614
2018-01-20,477697,3.65147
2018-01-21,448977,3.45222
2018-01-22,977868,6.87063
2018-01-23,1029429,7.20179
2018-01-24,1015243,7.06965
2018-01-25,1020743,6.9303
2018-01-26,920822,6.40687
2018-01-27,475958,3.51388
2018-01-28,457417,3.36026
2018-01-29,997978,6.80492
2018-01-30,1062098,7.21395
2018-01-31,1037589,7.15558
2018-02-01,1058163,7.33575
2018-02-02,948464,6.5993
2018-02-03,488387,3.68875
2018-02-04,450478,3.42629
2018-02-05,974675,6.78846
2018-02-06,1046325,7.21695
2018-02-07,1061558,7.32533
2018-02-08,1060157,7.18662
2018-02-09,980394,6.70322
2018-02-10,505501,3.74263
2018-02-11,487287,3.61528
2018-02-12,989673,6.89546
2018-02-13,1084269,7.33338
2018-02-14,1061040,7.19541
2018-02-15,1047327,7.02848
2018-02-16,989766,6.67776
2018-02-17,507069,3.6736
2018-02-18,485541,3.44406
2018-02-19,912305,6.20684
2018-02-20,1044727,7.05401
2018-02-21,1088752,7.2435
2018-02-22,1094906,7.30728
2018-02-23,1016975,6.7463
2018-02-24,532183,3.77627
2018-02-25,499834,3.6261
2018-02-26,1087072,7.24592
2018-02-27,1164638,7.69671
2018-02-28,1133112,7.46314
2018-03-01,1126040,7.45623
2018-03-02,1048962,6.82691
2018-03-03,543055,3.75313
2018-03-04,495923,3.52501
2018-03-05,1112305,7.29692
2018-03-06,1166574,7.82942
2018-03-07,1201490,8.18136
2018-03-08,1149257,7.69267
2018-03-09,1041332,6.99536
2018-03-10,499861,3.80742
2018-03-11,468647,3.58567
2018-03-12,1136464,7.71824
2018-03-13,1165035,7.7751
2018-03-14,1153288,7.82317
2018-03-15,1159532,7.78777
2018-03-16,1057201,7.13001
2018-03-17,521116,3.845
2018-03-18,484896,3.61468
2018-03-19,1127124,7.4106
2018-03-20,1211411,7.85753
2018-03-21,1220956,7.9169
2018-03-22,1253206,8.10893
2018-03-23,1110178,7.24964
2018-03-24,528154,3.89777
2018-03-25,516196,3.79562
2018-03-26,1128234,7.5238
2018-03-27,1169244,7.72158
2018-03-28,1155604,7.73089
2018-03-29,1125199,7.54334
2018-03-30,862099,5.98392
2018-03-31,463976,3.51521
2018-04-01,445765,3.32058
2018-04-02,886427,6.13561
2018-04-03,1163253,7.87317
2018-04-04,1161680,7.84954
2018-04-05,1120730,7.55568
2018-04-06,1032721,6.96175
2018-04-07,511552,3.73506
2018-04-08,518083,3.65557
2018-04-09,1102361,7.44978
2018-04-10,1154030,7.78974
2018-04-11,1165437,7.74975
2018-04-12,1149277,7.73853
2018-04-13,1071983,7.06651
2018-04-14,504709,3.48803
2018-04-15,498406,3.43174
2018-04-16,1125729,7.28603
2018-04-17,1148994,7.53179
2018-04-18,1148118,7.56213
2018-04-19,1143962,7.58459
2018-04-20,1026004,6.84177
2018-04-21,485844,3.63706
2018-04-22,460426,3.42071
2018-04-23,1096101,7.28668
2018-04-24,1137248,7.66061
2018-04-25,1149278,7.8475
2018-04-26,1149647,7.85029
2018-04-27,1057842,7.19964
2018-04-28,521682,3.91149
2018-04-29,466330,3.61127
2018-04-30,1005083,6.7014
2018-05-01,918783,6.39893
2018-05-02,1146554,7.62029
2018-05-03,1140151,7.46441
2018-05-04,1065845,7.00111
2018-05-05,517374,3.66368
2018-05-06,464331,3.47862
2018-05-07,1069730,7.19205
2018-05-08,1136074,7.6432
2018-05-09,1149213,7.82882
2018-05-10,1079675,7.43621
2018-05-11,1039509,7.06491
2018-05-12,514508,3.93402
2018-05-13,486727,3.75583
2018-05-14,1175065,7.85947
2018-05-15,1266332,8.44938
2018-05-16,1249014,8.31451
2018-05-17,1270972,8.20467
2018-05-18,1114552,7.41255
2018-05-19,518903,3.91485
2018-05-20,508663,3.68608
2018-05-21,1119779,7.25108
2018-05-22,1250261,8.07903
2018-05-23,1253907,8.17188
2018-05-24,1269384,8.32705
2018-05-25,1074078,7.26301
2018-05-26,491306,3.56271
2018-05-27,472852,3.4634
2018-05-28,889521,6.08057
2018-05-29,1159710,7.80079
2018-05-30,1228338,8.23018
2018-05-31,1165807,7.68941
2018-06-01,1107755,7.41261
2018-06-02,546936,4.19111
2018-06-03,501284,3.83525
2018-06-04,1174365,7.81845
2018-06-05,1245184,8.12368
2018-06-06,1248832,8.1492
2018-06-07,1214204,8.13004
2018-06-08,1122829,7.45813
2018-06-09,537233,4.02596
2018-06-10,521753,3.92924
2018-06-11,1206421,7.87029
2018-06-12,1234965,8.14979
2018-06-13,1289190,8.66718
2018-06-14,1232757,8.23654
2018-06-15,1157411,7.41723
2018-06-16,573802,3.84248
2018-06-17,531760,3.7869
2018-06-18,1168056,7.78351
2018-06-19,1321856,8.44683
2018-06-20,1287128,8.23372
2018-06-21,1327386,8.48713
2018-06-22,1220811,7.68677
2018-06-23,611135,4.29769
2018-06-24,542410,4.03431
2018-06-25,1207938,8.0544
2018-06-26,1309980,8.5332
2018-06-27,1264655,8.2505
2018-06-28,1226416,8.07331
2018-06-29,1115462,7.41516
2018-06-30,518720,3.87636
2018-07-01,500146,3.81683
2018-07-02,1194180,7.75198
2018-07-03,1232791,8.02633
2018-07-04,970496,6.7491
2018-07-05,1123479,7.73708
2018-07-06,1062524,7.32238
2018-07-07,475937,3.7923
2018-07-08,469770,3.76119
2018-07-09,1154664,7.86323
2018-07-10,1190173,8.11343
2018-07-11,1182068,8.07309
2018-07-12,1181508,8.06864
2018-07-13,1075042,7.43621
2018-07-14,505758,3.97157
2018-07-15,486542,3.81257
2018-07-16,1175557,7.6915
2018-07-17,1266970,8.4785
2018-07-18,1231094,8.55427
2018-07-19,1188229,8.17612
2018-07-20,1051196,7.39159
2018-07-21,487036,3.93811
2018-07-22,468726,3.80672
2018-07-23,1156671,7.94228
2018-07-24,1215440,8.2282
2018-07-25,1185273,8.05905
2018-07-26,1159251,7.87048
2018-07-27,1059435,7.2378
2018-07-28,484601,3.89712
2018-07-29,466096,3.74063
2018-07-30,1143584,7.85982
2018-07-31,1201299,8.31155
2018-08-01,1192760,8.30918
2018-08-02,1164075,8.09926
2018-08-03,1055708,7.44904
2018-08-04,488137,4.03953
2018-08-05,462840,3.80709
2018-08-06,1116089,7.73853
2018-08-07,1188418,8.2624
2018-08-08,1186372,8.28578
2018-08-09,1167231,8.16022
2018-08-10,1069994,7.57588
2018-08-11,496397,4.22204
2018-08-12,477298,4.01099
2018-08-13,1135612,7.87955
2018-08-14,1189830,8.15184
2018-08-15,1098874,7.68478
2018-08-16,1243419,8.9657
2018-08-17,1180469,8.72161
2018-08-18,558524,4.87166
2018-08-19,568396,5.03039
2018-08-20,1251429,9.32113
2018-08-21,1351434,9.80229
2018-08-22,1321867,9.72979
2018-08-23,1391570,10.5875
2018-08-24,1207916,9.02277
2018-08-25,596177,5.22718
2018-08-26,604887,5.41503
2018-08-27,1268435,9.52213
2018-08-28,1311852,9.47375
2018-08-29,1310110,9.30787
2018-08-30,1289527,9.28967
2018-08-31,1121086,8.17159
2018-09-01,628357,5.78171
2018-09-02,623038,5.70072
2018-09-03,997606,7.69023
2018-09-04,1231419,9.05627
2018-09-05,1292102,9.12731
2018-09-06,1277536,9.16099
2018-09-07,1198099,8.76418
2018-09-08,634781,5.72256
2018-09-09,560637,4.93594
2018-09-10,1253742,9.19814
2018-09-11,1370445,9.60416
2018-09-12,1374378,9.59659
2018-09-13,1310015,9.37064
2018-09-14,1192342,8.6316
2018-09-15,636108,5.03554
2018-09-16,620027,5.30571
2018-09-17,1321753,9.48411
2018-09-18,1403647,9.83202
2018-09-19,1379856,9.60709
2018-09-20,1413865,9.87853
2018-09-21,1346799,9.86797
2018-09-22,683430,5.82581
2018-09-23,583496,4.67149
2018-09-24,1277746,9.45291
2018-09-25,1436045,10.643
2018-09-26,1458326,10.9275
2018-09-27,1482627,11.2921
2018-09-28,1345656,10.2115
2018-09-29,682904,5.9989
2018-09-30,655995,5.95193
2018-10-01,1365995,10.5114
2018-10-02,1477968,11.0039
2018-10-03,1364349,10.2625
2018-10-04,1373913,10.1949
2018-10-05,1250753,9.29674
2018-10-06,640226,5.66602
2018-10-07,674065,5.98087
2018-10-08,1351885,10.4671
2018-10-09,1467975,10.7556
2018-10-10,1436791,10.4962
2018-10-11,1435464,10.6032
2018-10-12,1323437,10.2345
2018-10-13,631960,5.62945
2018-10-14,650960,5.8023
2018-10-15,1384940,10.4193
2018-10-16,1408820,10.2716
2018-10-17,1407137,10.0797
2018-10-18,1400854,10.1948
2018-10-19,1250204,9.18382
2018-10-20,640417,5.71099
2018-10-21,697012,6.39743
2018-10-22,1279560,9.85192
2018-10-23,1555669,11.5794
2018-10-24,1477687,10.68
2018-10-25,1398260,10.0002
2018-10-26,1263558,9.14055
2018-10-27,619918,5.31851
2018-10-28,605487,5.13882
2018-10-29,1439148,10.6375
2018-10-30,1574123,11.9421
2018-10-31,1485312,10.8938
2018-11-01,1467958,10.6427
2018-11-02,1394867,10.5139
2018-11-03,755555,6.75207
2018-11-04,736817,6.50928
2018-11-05,1416193,10.3546
2018-11-06,1498747,10.8445
2018-11-07,1446264,10.4198
2018-11-08,1451944,10.4386
2018-11-09,1391828,10.3067
2018-11-10,681128,5.86446
2018-11-11,663734,5.83205
2018-11-12,1344956,9.87306
2018-11-13,1493650,10.8601
2018-11-14,1465268,10.5553
2018-11-15,1498441,11.1272
2018-11-16,1391191,10.6438
2018-11-17,735410,6.55844
2018-11-18,649289,5.70187
2018-11-19,1363279,10.1794
2018-11-20,1467468,10.8105
2018-11-21,1465141,11.2975
2018-11-22,1244887,10.0785
2018-11-23,1099869,8.70893
2018-11-24,701591,6.42908
2018-11-25,723740,6.68456
2018-11-26,1455006,11.3034
2018-11-27,1571261,11.7955
2018-11-28,1564809,11.5054
2018-11-29,1530869,11.2293
2018-11-30,1389832,10.364
2018-12-01,704235,6.2891
2018-12-02,156093,1.41449
2018-12-03,1245426,8.89191
2018-12-04,1571241,10.9691
2018-12-05,1511399,10.9342
2018-12-06,1497118,10.637
2018-12-07,1326395,9.76733
2018-12-08,650140,5.56409
2018-12-09,623637,5.41844
2018-12-10,1394732,10.3377
2018-12-11,1494768,10.7911
2018-12-12,1487348,10.767
2018-12-13,1430016,10.4829
2018-12-14,1293679,9.59062
2018-12-15,645981,5.59329
2018-12-16,618134,5.34136
2018-12-17,1357097,9.91807
2018-12-18,1439844,10.4976
2018-12-19,1429146,10.3911
2018-12-20,1452875,10.0798
2018-12-21,1217286,8.90735
2018-12-22,616123,5.49406
2018-12-23,584075,5.18336
2018-12-24,744031,6.191
2018-12-25,633668,5.50033
2018-12-26,818848,6.7067
2018-12-27,986770,7.71363
2018-12-28,909125,7.26575
2018-12-29,624831,5.48579
2018-12-30,582348,5.19472
2018-12-31,688735,5.8591
2019-01-01,567697,5.13482
2019-01-02,1098610,8.39602
2019-01-03,1308920,9.57989
2019-01-04,1199087,9.00053
2019-01-05,640991,5.55688
2019-01-06,608658,5.37099
2019-01-07,1286719,9.66356
2019-01-08,1400313,10.2349
2019-01-09,1445588,10.6502
2019-01-10,1440788,10.5194
2019-01-11,1395046,9.91388
2019-01-12,699305,5.7302
2019-01-13,681054,5.57163
2019-01-14,1383885,9.86201
2019-01-15,1444736,10.501
2019-01-16,1464601,10.6232
2019-01-17,1516215,10.5424
2019-01-18,1362453,9.98094
2019-01-19,686550,5.8566
2019-01-20,638730,5.59283
2019-01-21,1259302,9.49617
2019-01-22,1449966,10.7569
2019-01-23,1475246,10.6943
2019-01-24,1475989,10.4246
2019-01-25,1381390,9.82185
2019-01-26,669369,5.77914
2019-01-27,629306,5.56713
2019-01-28,1383655,10.2046
2019-01-29,1489902,10.7865
2019-01-30,1493776,10.738
2019-01-31,1500264,10.9618
2019-02-01,1431099,10.1748
2019-02-02,679402,6.02078
2019-02-03,657344,5.72668
2019-02-04,1358492,10.1788
2019-02-05,1497464,11.0665
2019-02-06,1474765,10.8136
2019-02-07,1450405,10.8049
2019-02-08,1366572,10.202
2019-02-09,670513,5.97334
2019-02-10,636765,5.80789
2019-02-11,1401249,10.4798
2019-02-12,1599592,11.4247
2019-02-13,1518873,11.2527
2019-02-14,1574899,11.2362
2019-02-15,1427418,10.6068
2019-02-16,692695,5.94748
2019-02-17,655376,5.63026
2019-02-18,1318395,10.1563
2019-02-19,1493485,11.0412
2019-02-20,1528757,11.2746
2019-02-21,1604526,11.162
2019-02-22,1465179,10.6021
2019-02-23,681164,6.06313
2019-02-24,641850,5.66108
2019-02-25,1557378,11.0077
2019-02-26,1663144,11.3533
2019-02-27,1507632,10.9379
2019-02-28,1586954,11.4734
2019-03-01,1463686,11.1883
2019-03-02,721402,6.50659
2019-03-03,691333,6.01444
2019-03-04,1468988,10.9486
2019-03-05,1651893,11.747
2019-03-06,1678889,11.928
2019-03-07,1604963,12.0124
2019-03-08,1394465,10.6531
2019-03-09,676669,6.10808
2019-03-10,649890,5.84094
2019-03-11,1533030,10.9755
2019-03-12,1683414,11.5146
2019-03-13,1578737,11.8366
2019-03-14,1574213,11.5745
2019-03-15,1418822,10.6056
2019-03-16,651728,5.88848
2019-03-17,635692,5.72152
2019-03-18,1503637,11.2322
2019-03-19,1702725,11.8646
2019-03-20,1620897,11.6929
2019-03-21,1543203,11.2189
2019-03-22,1453381,10.6539
2019-03-23,672637,5.93565
2019-03-24,644729,5.91539
2019-03-25,1530645,11.1539
2019-03-26,1670616,11.768
2019-03-27,1723070,11.4332
2019-03-28,1620848,11.2392
2019-03-29,1547309,10.9782
2019-03-30,781034,6.56939
2019-03-31,712832,5.92517
2019-04-01,1620772,11.4935
2019-04-02,1774274,11.845
2019-04-03,1741069,11.8706
2019-04-04,1659778,11.5336
2019-04-05,1516612,10.6323
2019-04-06,764649,6.14798
2019-04-07,774117,6.20833
2019-04-08,1610744,11.5086
2019-04-09,1683476,11.5644
2019-04-10,1777954,11.7577
2019-04-11,1661447,11.394
2019-04-12,1556010,10.9251
2019-04-13,761312,6.13518
2019-04-14,720615,5.77406
2019-04-15,1580813,11.161
2019-04-16,1725882,11.8347
2019-04-17,1801785,11.8746
2019-04-18,1701457,11.395
2019-04-19,1283955,9.39326
2019-04-20,759863,6.19783
2019-04-21,702159,5.78736
2019-04-22,1295272,9.36624
2019-04-23,1662493,11.6412
2019-04-24,1692069,12.0373
2019-04-25,1655922,11.6017
2019-04-26,1545991,11.0606
2019-04-27,706232,6.02684
2019-04-28,725717,6.08931
2019-04-29,1492698,10.802
2019-04-30,1595766,11.1874
2019-05-01,1301372,9.39835
2019-05-02,1537581,10.9079
2019-05-03,1444814,10.3593
2019-05-04,725165,6.05922
2019-05-05,756587,6.02074
2019-05-06,1492421,10.7514
2019-05-07,1655207,11.7469
2019-05-08,1612507,11.5122
2019-05-09,1605668,11.5254
2019-05-10,1507025,10.8129
2019-05-11,733854,6.10135
2019-05-12,696284,5.84326
2019-05-13,1568744,11.2582
2019-05-14,1682072,11.9431
2019-05-15,1671470,11.8748
2019-05-16,1651081,11.597
2019-05-17,1554390,11.1061
2019-05-18,717093,6.06506
2019-05-19,710822,5.96728
2019-05-20,1536781,11.1335
2019-05-21,1688105,12.0505
2019-05-22,1704509,12.2787
2019-05-23,1709808,12.2591
2019-05-24,1559461,11.2245
2019-05-25,729166,6.27878
2019-05-26,702346,5.93178
2019-05-27,1267353,9.66806
2019-05-28,1667244,12.0538
2019-05-29,1748065,13.161
2019-05-30,1622692,12.0606
2019-05-31,1570101,11.8876
2019-06-01,746330,6.56496
2019-06-02,720220,6.25363
2019-06-03,1618013,12.2393
2019-06-04,1730267,12.9029
2019-06-05,1721876,12.9277
2019-06-06,1715651,12.789
2019-06-07,1533428,11.4795
2019-06-08,716367,6.32056
2019-06-09,679151,6.10836
2019-06-10,1499725,11.386
2019-06-11,1736156,12.7994
2019-06-12,1708037,12.7013
2019-06-13,1723070,12.632
2019-06-14,1555674,11.5417
